Property Name,Portfolio Manager ID,Street Address,Street Address 2,City/Municipality,State/Province,Other State/Province,Postal Code,Country,Year Built,Self-Selected Primary Function,Construction Status,Gross Floor Area,GFA Units,Occupancy (%),Number of Buildings,How Many Buildings?,Parent Property Name (if Applicable),Parent Property ID,Is this Property Owned or Operated by the US or Canadian Federal Government?,Federal Agency/Department
SC2046ZZ - JOSIAH HOUSE,2822475,85 BROAD STREET,,CHARLESTON SC,South Carolina,,294012202,United States,1970,Courthouse,Existing,50888,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SD0021ZZ - SIOUX FALLS US COURTHOUSE,2280760,400 S PHILLIPS AVENUE,,SIOUX FALLS,South Dakota,,57104,United States,1895,Courthouse,Existing,78043,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SD0034ZZ - PIERRE FED BLDG PO CTHSE,2280860,225 S PIERRE STREET,,PIERRE,South Dakota,,57501,United States,1965,Courthouse,Existing,104782,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SD0035ZZ - BOGUE FED BLD CTHSE,2280762,515 9TH STREET,,RAPID CITY,South Dakota,,57701,United States,1973,Courthouse,Existing,74505,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SD0038ZZ - HURON FEDERAL BUILDING,1563,200 4TH STREET SW,,HURON,South Dakota,,57350,United States,1977,Office,Existing,94375,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SD0040ZZ - ABERDEEN FED BLDG,1564,115 4TH AVENUE SE,,ABERDEEN,South Dakota,,57401,United States,1973,Office,Existing,166847,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TEST FACILITY,4322941,123 Main Street,,Washington,District of Columbia (D.C.),,20405,United States,1650,Office,Test,100000,Sq. Ft.,100,One,1,,,,
TEST FACILITY - Central Office,4138715,123 N South Street,,Washington,District of Columbia (D.C.),,20000,United States,2000,Office,Test,200000,Sq. Ft.,85,One,1,,,,
TEST GSA CAMPUS,4145824,123 Federal Lane,,Boston,Massachusetts,,02222,United States,1985,Office,Test,453710,Sq. Ft.,90,More Than One,2,TEST GSA CAMPUS,4145824.0,,
TN0000AA - E KEFAUVER FED BLDG,2265559,801 BROADWAY,Suite 113,NASHVILLE,Tennessee,,37203,United States,1952,Office,Existing,619147,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0004ZZ-HOWARD BAKER JR CTHS,2630140,800 MARKET STREET,,KNOXVILLE,Tennessee,,37902,United States,1995,Office,Existing,374416,Sq. Ft.,100,One,1,,,Yes,Other
TN0006ZZ - Joel W. Solomon Federal Building and U.S. Courthouse,2630141,10TH ST && GEORGIA AVENUE,,CHATTANOOGA,Tennessee,,374030000,United States,1933,Courthouse,Existing,150072,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0010ZZ - COLUMBIA FB CT,2630142,815 S. GARDEN STREET,,COLUMBIA,Tennessee,,38401,United States,1941,Office,Existing,38626,Sq. Ft.,70,One,1,,,Yes,General Services Administration (GSA)
TN0011ZZ - L CLURE MORTON PO CT,2630143,9 E BROAD STREET,,COOKEVILLE,Tennessee,,38501,United States,1916,Office,Existing,24872,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0012ZZ - JH QUILLEN FED BLD,2377004,220 WEST DEPOT STREET,,GREENVILLE,Tennessee,,37745,United States,2001,Courthouse,Existing,160974,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0016ZZ - TENN CARE BLDG,2630144,729 CHURCH ST,,NASHVILLE,Tennessee,,372432301,United States,2010,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0021ZZ - 416 CUMBERLAND AVE SW,2999328,416 CUMBERLAND AVE SW,,KNOXVILLE,Tennessee,,37902,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0029ZZ - ED JONES FB-CT,2630145,109 SOUTH HIGHLAND,,JACKSON,Tennessee,,383016123,United States,1932,Office,Existing,65430,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0076ZZ-JOHN J DUNCAN FB,1056461,710 LOCUST STREET,,KNOXVILLE,Tennessee,,37901,United States,1989,Office,Existing,172684,Sq. Ft.,100,One,1,,,Yes,Other
TN0088ZZ - CLIFFORD DAVIS FB,2630146,167 NORTH MAIN STREET,,MEMPHIS,Tennessee,,38103,United States,1963,Office,Existing,494153,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TN0096ZZ - Winchester Federal Building and U.S. Courthouse,2630148,200 S JEFFERSON STREET,,WINCHESTER,Tennessee,,373981763,United States,1966,Courthouse,Existing,44729,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000AT - AUSTIN FINANCE CTR,2630149,1619 E WOODWARD,,AUSTIN,Texas,,787410001,United States,1967,Data Center,Existing,378919,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000AU - AUSTIN FED COMPLEX,18001,300 E. EIGHTH STREET,,AUSTIN,Texas,,78701,United States,1965,Office,Existing,449550,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000BM - USBS B&M-ADMIN BLDG,2630150,1300 MEXICO BLVD,,BROWNSVILLE,Texas,,785204119,United States,1991,Other - Public Services,Existing,44348,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000BN - USBS GATEWAY FACILIT,2630151,1500 E ELIZABETH STREET,,BROWNSVILLE,Texas,,785204954,United States,1969,Other - Public Services,Existing,79142,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000CB - USBS COLUMBIA,2630152,COLUMBIS WEBB CO ROAD,,LAREDO,Texas,,780409998,United States,1991,Other - Public Services,Existing,163862,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000CR - USBS EAGLE PASS II,2630153,500 ADAMS ST,,EAGLE PASS,Texas,,78852,United States,1999,Other - Public Services,Existing,73000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000CV - USBS CONVENT,2630154,100 ZARAGOZA STREET,,LAREDO,Texas,,78040,United States,1943,Other - Public Services,Existing,59598,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000DA - SANTA FE-CABELL FED BLDG,2406855,1114 COMMERCE STREET,,DALLAS,Texas,,75242,United States,1925,Office,Existing,1416566,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000DL - USBS DEL RIO,2630155,RIO GRANDE ROAD,,DEL RIO,Texas,,788405356,United States,2003,Other - Public Services,Existing,117953,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000DO - DONNA US BORDER STATION,2999329,US HWY 281 AND FM 493,,DONNA,Texas,,78537,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000DR - BPSH DEL RIO !HQTRS!,2630157,QUALIA DRIVE,,DEL RIO,Texas,,788407697,United States,1964,Other - Public Services,Existing,12982,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000EL - USBS BR OF THE AMERS,2630158,BLDG A  3600 PAISANO DR,,EL PASO,Texas,,799054204,United States,2002,Other - Public Services,Existing,181503,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000EP - USBS EAGLE PASS I,2630159,160 GARRISON STREET,,EAGLE PASS,Texas,,788524875,United States,1960,Other - Public Services,Existing,84139,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000ES - USBS STANTON ADMIN B,2630160,1090 MESA,,EL PASO,Texas,,79901,United States,1999,Other - Public Services,Existing,8698,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000FB - USBS FABENS ADMIN BL,2630161,TERM OF FM1109 PO 728,,FABENS,Texas,,798389800,United States,2007,Other - Public Services,Existing,10889,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000FH-USBS FORT HANCOCK,2630162,TERMINATION OF FM 1088,,FT HANCOCK,Texas,,79839,United States,2003,Other - Public Services,Existing,5849,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
TX0000FW - FT WORTH FED CTR,2630163,501 FELIX STREET,,FORT WORTH,Texas,,761153400,United States,1942,Non-Refrigerated Warehouse,Existing,1374683,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000HD - USBS HIDALGO,2630164,TERM OF INTL TOLL BRIDG,,HIDALGO,Texas,,78557,United States,1982,Other - Public Services,Existing,74401,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000HF - 1 JUSTICE PARK DRIVE FB,2999330,1 JUSTICE PARK DRIVE,,HOUSTON,Texas,,77092,United States,2005,Office,Existing,527662,Sq. Ft.,100,More Than One,3,,,Yes,General Services Administration (GSA)
TX0000HO - LABRANCH FED BLDG,2630165,2320 LABRANCH STREET,,HOUSTON,Texas,,77001,United States,1946,Office,Existing,81475,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000JL - USBS JUAREZ LINCOLN,2630166,TERMINATION I-35,,LAREDO,Texas,,78040,United States,1975,Other - Public Services,Existing,214920,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000LI - USBS LOS INDIOS,2630167,100 LOS INDIOS BLVD.,,LOS INDIOS,Texas,,785679800,United States,1992,Other - Public Services,Existing,106146,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000LR - BPSH LAREDO !HQTRS!,2630169,DEL MAR BOULEVARD,,LAREDO,Texas,,780402224,United States,1970,Other - Public Services,Existing,26666,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000LT - USBS LOS TOMATES,2630170,3300 S EXPWY 77 AND 83,,BROWNSVILLE,Texas,,785216762,United States,1996,Other - Public Services,Existing,123715,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000LW - LAREDO WEST US BDR STATIO,2999331,202 STATE HIGHWAY 255,,LAREDO,Texas,,78045,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000MA - BPSH MCALLEN ADM BLDG,2630171,2301 S MAIN,,MCALLEN,Texas,,785013147,United States,1972,Other - Public Services,Existing,30259,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000MC - USBS ANZALDUAS,2630172,NEW US PORT OF ENTRY,,MCALLEN,Texas,,785019998,United States,2009,Other - Public Services,Existing,54337,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000MD - MIDLAND FEDERAL FACILITY,1594,100 E WALL,,MIDLAND,Texas,,79701,United States,1970,Office,Existing,123719,Sq. Ft.,100,More Than One,3,,,Yes,General Services Administration (GSA)
TX0000MF - HEADQUARTERS BLDG,2630173,MADRID STREET,,MARFA,Texas,,798439998,United States,1991,Other - Public Services,Existing,28844,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000NW - USBS WORLD TRADE EXPORT,2630174,715 BOB BULLOCK LOOP,,LAREDO,Texas,,780437846,United States,2000,Other - Public Services,Existing,180344,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000PD - USBS PRESIDIO ADMIN,2630175,PRESIDIO,,PRESIDIO,Texas,,79845,United States,2002,Other - Public Services,Existing,45543,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000PH - USBS PHARR ADMIN BLD,2630176,9901 S CAGE ST,,PHARR,Texas,,785778650,United States,1996,Other - Public Services,Existing,134732,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000PN - USBS PASO DEL NORTE,2630177,BLD A 1000 S EL PASO ST,,EL PASO,Texas,,799013213,United States,1967,Other - Public Services,Existing,121328,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000PR - USBS ADMIN BUILDING,2630179,AMERICAN END INTL BRIDG,,PROGRESO,Texas,,78579,United States,1983,Other - Public Services,Existing,31291,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000RM - USBS ROMA ADM BLDG,2630180,"405 N ESTRELLA, SUITE B",,ROMA,Texas,,78584,United States,1989,Other - Public Services,Existing,41259,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000RY - USBS RIO GRANDE ADMI,2630181,313 PETE DIAZ JR,,RIO GRANDE,Texas,,78582,United States,2001,Other - Public Services,Existing,49654,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000SA - SAN ANTONIO FED CENTER,2630182,651 S MAIN AVENUE,,SAN ANTONIO,Texas,,782041211,United States,1914,Supermarket/Grocery Store,Existing,13479,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000TG-TORNILLO-GUADALUPE LPOE,4428021,1400 LOWER ISLAND ROAD,,TORNILLO,Texas,,79853,United States,2015,Office,Existing,95942,Sq. Ft.,100,One,1,,,Yes,Other
TX0000TY - TYLER POST OFFICE - CTHSE,2630183,221 W FERGUSON STREET,,TYLER,Texas,,757017200,United States,1934,Office,Existing,108739,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0000YS - USBS YSLETA HEADHSE,2630184,BLDG C 797 S ZARAGOZA,,EL PASO,Texas,,799076656,United States,1991,Other - Public Services,Existing,184680,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0006ZZ - J.M. JONES FEDERAL BLDG,2390728,205 E FIFTH STREET,,AMARILLO,Texas,,79101,United States,1939,Office,Existing,68177,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0012ZZ - AUSTIN COURTHOUSE,1726921,200 W EIGHTH STREET,,AUSTIN,Texas,,78701,United States,1935,Courthouse,Existing,63264,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0019ZZ - J BROOKS FEDERAL BLDG,2393761,300 WILLOW ST,,BEAUMONT,Texas,,777012222,United States,1934,Office,Existing,158999,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0057ZZ - TERMINAL ANNEX FED BLDG,1527740,207 S HOUSTON,,DALLAS,Texas,,75202,United States,1930,Office,Existing,254768,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0069ZZ - EL PASO COURTHOUSE,1970124,511 E SAN ANTONIO AVE,,EL PASO,Texas,,79901,United States,1936,Office,Existing,125532,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0075ZZ - FORT WORTH COURTHOUSE,1526958,510 W 10TH STREET,,FORT WORTH,Texas,,76102,United States,1933,Office,Existing,134318,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0081ZZ - GALVESTON USPO COURTHOUSE,1494449,601 25TH STREET,,GALVESTON,Texas,,77550,United States,1937,Office,Existing,128373,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0101ZZ - HOUSTON US CUSTOM HOUSE,1493223,701 SAN JACINTO STREET,,HOUSTON,Texas,,77002,United States,1911,Office,Existing,166991,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0117ZZ - LAREDO USPO COURT HOUSE,1586,1300 MATAMOROS STREET,,LAREDO,Texas,,78040,United States,1906,Office,Existing,58819,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0126ZZ - WR BURKE  US COURTHOUSE,2393639,104 N THIRD STREET,,LUFKIN,Texas,,75901,United States,1935,Office,Existing,24432,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0130ZZ - SB HALL JR FEDERAL BLDG,1974208,100 E. HOUSTON STREET,,MARSHALL,Texas,,75670,United States,1914,Office,Existing,18195,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0163ZZ - OC FISHER FED BLDG CTHS,2394404,33 E. TWOHIG,,SAN ANGELO,Texas,,76903,United States,1911,Office,Existing,54534,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0164ZZ - HF GARCIA US FOB CTHS,1555207,615 E HOUSTON STREET,,SAN ANTONIO,Texas,,78205,United States,1937,Office,Existing,283693,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0185ZZ - ML KING JR FEDERAL BLDG,1943108,312 SOUTH MAIN & CHURCH STREETS,,VICTORIA,Texas,,77901,United States,1960,Office,Existing,71644,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0200ZZ - SSA DALLAS DIST OFFICE,1979401,3231 MARTIN L KING BLVD,,DALLAS,Texas,,75201,United States,1975,Office,Existing,11282,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0210ZZ - SHERMAN FED BLDG CTHS,1959421,101 E PECAN,,SHERMAN,Texas,,75090,United States,1907,Office,Existing,34822,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0211ZZ - BOB CASEY US COURTHOUSE,1493066,515 RUSK AVENUE,,HOUSTON,Texas,,77002,United States,1962,Office,Existing,538700,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0224ZZ - FG LANHAM FEDERAL BLDG,1526908,819 TAYLOR STREET,,FORT WORTH,Texas,,76102,United States,1966,Office,Existing,711867,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0230ZZ - GH MAHON FED BLDG CTHSE,1972272,1205 TEXAS,,LUBBOCK,Texas,,79401,United States,1971,Office,Existing,182810,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0231ZZ - PEARSALL FED BLDG PO,1619510,411 E COLORADO STREET,,PEARSALL,Texas,,78061,United States,1973,Other - Services,Existing,9471,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,401 TEXAS,,FORT WORTH,Texas,,76102,United States,1973,Parking,Existing,7980,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,700 E SAN ANTONIO,,EL PASO,Texas,,79901,United States,1985,Office,Existing,199621,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0292ZZ - AM SMITH FEDERAL BLDG,1527775,525 S GRIFFIN STREET,,DALLAS,Texas,,75202,United States,1972,Office,Existing,198258,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0297ZZ - ALLIANCE TOWER,1492832,8701 S GESSNER DRIVE,,HOUSTON,Texas,,77074,United States,1985,Office,Existing,245199,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,1919 SMITH STREET,,HOUSTON,Texas,,77002,United States,1989,Office,Existing,550755,Sq. Ft.,100,One,1,,,Yes,Other
TX0302ZZ - THE CENTRE PHASE 5,1528764,4050 ALPHA ROAD,,FARMERS BRANCH,Texas,,75234,United States,1983,Office,Existing,351253,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,1300 VICTORIA STREET,,LAREDO,Texas,,78040,United States,2004,Office,Existing,138741,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,1133 N SHORLINE BLVD,,CORPUS CHRISTI,Texas,,78401,United States,2001,Office,Existing,172003,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,600 E HARRISON,,BROWNSVILLE,Texas,,78520,United States,1999,Office,Existing,189225,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0319ZZ - EL PASO FED BLDG COURTHSE,2999332,525 MAGOFFIN AVENUE,,EL PASO,Texas,,79901,United States,2008,Office,Existing,277632,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0397ZZ-NEW AUSTIN COURTHOUSE,3509146,501 W 5TH ST,,AUSTIN,Texas,,78701,United States,2013,Office,Existing,250995,Sq. Ft.,100,One,1,,,Yes,Other
TX0400ZZ - 1 JUSTICE PARK DRIVE,2630185,1 JUSTICE PARK DRIVE,,HOUSTON,Texas,,770921900,United States,2009,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0441ZZ-SAN ANTONIO FED PKG GARAG,3362008,600 E TRAVIS ST,,SAN ANTONIO,Texas,,78205,United States,2012,Office,Existing,0,Sq. Ft.,100,One,1,,,Yes,Other
TX0501HS-SAN ANTONIO FED BLDG WEST,1556004,727 E CESAR E CHAVEZ BOULEVARD,,SAN ANTONIO,Texas,,78206,United States,1985,Office,Existing,180230,Sq. Ft.,100,One,1,,,Yes,Other
TX0502HS - J WOOD COURTHOUSE,1590773,655 E CESAR E CHAVEZ BOULEVARD,,SAN ANTONIO,Texas,,78206,United States,1968,Courthouse,Existing,144284,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0503HS - AA SPEARS TRAINING CTR,2630186,643 E CESAR E CHAVEZ BOULEVARD,,SAN ANTONIO,Texas,,782061101,United States,1968,Other - Education,Existing,20459,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0701HO - FEDERAL BUILDING,1493590,2320 LABRANCH STREET,,HOUSTON,Texas,,77004,United States,1946,Office,Existing,78710,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX0999NW - USBS WORLD TRADE MOD BLDG,3609953,715 BOB BULLOCK LOOP,,LAREDO,Texas,,78040,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,No,
TX0999ZZ - USBS WORLD TRADE MOD BLDG,2630187,715 BOB PULLOCK LOOP,,LAREDO,Texas,,78040,United States,1995,Office,Existing,2016,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
TX1514ZZ - Waco Courthouse,2019021,800 Franklin Street,,Waco,Texas,,76701,United States,1935,Office,Existing,142110,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
Test Peck,4145829,123 Federal Lane,,Boston,Massachusetts,,02222,United States,1985,Office,Test,791748,Sq. Ft.,90,One,1,TEST GSA CAMPUS,4145824.0,,
Test Potter,4145828,123 Federal Lane,,Boston,Massachusetts,,02222,United States,1985,Office,Test,542825,Sq. Ft.,90,One,1,TEST GSA CAMPUS,4145824.0,,
UT0010ZZ - OGDEN FOREST SVC BLDG,2280794,507 25TH STREET,,OGDEN,Utah,,84401,United States,1933,Office,Existing,53145,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,88 W 100 N,,PROVO,Utah,,84601,United States,1938,Office,Existing,29480,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0017ZZ - FE MOSS US COURTHOUSE,2280840,350 S MAIN STREET,,SALT LAKE CITY,Utah,,84101,United States,1932,Courthouse,Existing,234288,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0018ZZ-SALT LAKE CITY FED CTHSE,4095195,351 S WEST TEMPLE,,SALT LAKE CITY,Utah,,84101,United States,2014,Office,Existing,401209,Sq. Ft.,100,One,1,,,Yes,Other
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,125 S STATE STREET,,SALT LAKE CITY,Utah,,84138,United States,1963,Office,Existing,353153,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,324 25TH STREET,,OGDEN,Utah,,84401,United States,1965,Office,Existing,206346,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0037ZZ - GSA MOTOR POOL BUILDING,2630190,336 E 2ND S STREET,,SALT LAKE CITY,Utah,,841112107,United States,1966,Office,Existing,7035,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0039ZZ - IRS BUILDING,1626,173 EAST 100 NORTH,,PROVO,Utah,,84601,United States,1971,Office,Existing,6395,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
UT0042ZZ - ST GEORGE FED BLDG,2630191,196 E TABERNACLE STREET,,ST GEORGE,Utah,,847703467,United States,1967,Office,Existing,10163,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0000AN - FRANCONIA WAREHOUSE,2630192,6999 LOISDALE ROAD,,FRANCONIA,Virginia,,22150,United States,1953,Non-Refrigerated Warehouse,Existing,1373687,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0000CT - POWELL CTHSE & ANNEX,2223697,1000 EAST MAIN STREET,,RICHMOND,Virginia,,23219,United States,1858,Courthouse,Existing,313589,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0002ZZ - ABINGDON FED BLDG,2630193,180 W MAIN STREET,,ABINGDON,Virginia,,242102844,United States,1959,Office,Existing,37087,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0003ZZ - MARTIN BOSTETTE CTHS,2630194,200 S WASHINGTON ST,,ALEXANDRIA,Virginia,,223095405,United States,1931,Courthouse,Existing,63518,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,322 EAST WOOD AVENUE,,BIG STONE GAP,Virginia,,242192824,United States,1913,Office,Existing,28783,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0034ZZ - DANVILLE PO & CTHSE,2630196,700 MAIN ST,,DANVILLE,Virginia,,245411830,United States,1934,Courthouse,Existing,47000,Sq. Ft.,100,One,1,,,Yes,United States Postal Service (USPS)
VA0034ZZ-DANVILLE PO && CTHSE,4041005,700 MAIN ST,,DANVILLE,Virginia,,24541,United States,2001,Office,Existing,40000,Sq. Ft.,100,One,1,,,Yes,Other
VA0053ZZ-CUSTOMHOUSE,2250194,101 EAST MAIN STREET,,NORFOLK,Virginia,,23501,United States,1985,Office,Existing,30890,Sq. Ft.,100,One,1,,,Yes,Other
VA0054ZZ - HOFFMAN COURTHOUSE,2630197,600 GRANBY STREET,,NORFOLK,Virginia,,235011915,United States,1934,Courthouse,Existing,216792,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,431 CRAWFORD STREET,,PORTSMOUTH,Virginia,,237043818,United States,1961,Office,Existing,147461,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0088ZZ - RICHMOND FED BLDG,2630199,400 N EIGHTH ST,,RICHMOND,Virginia,,23219,United States,1962,Office,Existing,365041,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0095ZZ - POFF FEDERAL BLDG,2436896,210 FRANKLIN RD SW,,ROANOKE,Virginia,,24011,United States,1975,Office,Existing,341289,Sq. Ft.,95,One,1,,,Yes,General Services Administration (GSA)
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,2100 JAMIESAN AVE,,ALEXANDRIA,Virginia,,223125702,United States,1995,Office,Existing,348850,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,701 EAST BROAD STREET,,RICHMOND,Virginia,,23219,United States,2008,Courthouse,Existing,364827,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,116 N MAIN STREET,,HARRISONBURG,Virginia,,22801,United States,1939,Courthouse,Existing,62085,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,1101 Court Street,,Lynchburg,Virginia,,24504,United States,2005,Courthouse,Existing,64523,Sq. Ft.,100,One,1,,,No,
VA1608ZZ - NORFOLK FED BLDG,2630201,200 GRANBY STREET,,NORFOLK,Virginia,,235011811,United States,1976,Office,Existing,219417,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
